종목코드,종목명,시장구분,시가총액,PER,20D_Avg_Trading_Val,OPM(%),ROA(%),ROE(%),PBR,F_Score,기준보고서,OPM_trend,ROA_trend,ROE_trend,PBR_trend,PER_trend,연도_5y,매출액_5y,영업이익_5y,경상이익_5y,경상이익률_5y,CFO_5y,CFI_5y,CFF_5y,FCF_5y,부채비율_5y,당좌비율_5y,이자보상배율_5y,유보율_5y,매출성장률_5y,매출채권회전율_5y,재고자산회전율_5y,업종매칭_ECOS코드,업종매칭명,매출채권회전율_업계평균,재고자산회전율_업계평균,ROIC(%),매출액_최근분기YoY(%),영업이익_최근분기YoY(%),연구개발비율(%),R&D최소기준(%)
010120,LS ELECTRIC,KOSPI,29355000000000,75.5,119577434245.0,9.41,6.42,17.48,13.35,4,2026-08-14,"[7.68, 8.56, 8.59, 9.41]","[5.4, 5.73, 6.42]","[12.82, 13.27, 17.48]","[2.55, 6.44, 13.35]","[10.57, 19.91, 48.55, 76.35]","[2021, 2022, 2023, 2024, 2025]","[2668264980253, 3377070215838, 4230482628448, 4551837252467, 4965798552980]","[155131916609, 187524016869, 324877723039, 389717122317, 426407143017]","[0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[101544478367, -145446470458, 214646330873, 230146922129, 299948385888]","[-120431432422, -131064576893, -193360000632, -255796691798, -249739445125]","[34812592552, 134653917070, 2612021966, 82041667462, 59013203063]","[-18886954055, -276511047351, 21286330241, -25649769669, 50208940763]","[89.81, 0.0, 0.0, 137.3, 131.48]","[192.39, 135.3, 143.39, 137.69, 150.37]","[0.0, 0.0, 0.0, 0.0, 0.0]","[901.85, 953.1, 1056.22, 1146.29, 1280.74]","[11.05, 26.56, 25.27, 7.6, 9.09]","[5.14, 5.36, 5.67, 5.05, 4.96]","[9.95, 7.7, 7.0, 7.02, 7.37]",C281,"C281 전동기, 발전기 및 전기변환 · 공급 · 제어 장치",5.01,6.83,13.9,32.18,64.39,3.2,5.0
000810,삼성화재,KOSPI,29333389761000,15.81,66071787150.0,0.0,1.75,5.58,0.81,5,2026-08-14,[0],"[2.14, 2.38, 2.09, 1.75]","[11.28, 13.31, 9.49, 5.58]","[0.73, 1.03, 1.04, 0.81]","[6.45, 7.71, 10.98, 14.52]","[2022, 2023, 2024, 2025]","[0, 0, 0, 0]","[2044658985784, 2357283417485, 2649596688033, 2659143002144]","[0, 0, 2744549080717, 2783309898454]","[0.0, 0.0, 0.0, 0.0]","[-8543194836, -562090731359, 3127018161730, 3413166155628]","[345226639418, 1228490070016, -2006737745668, -2044175806414]","[-597934506127, -667340469078, -458621503322, -909239316631]","[336683444582, 666399338657, 1120280416062, 1368990349214]","[545.16, 426.62, 459.34, 352.98]","[0.0, 0.0, 0.0, 0.0]","[6.79, 5.3, 5.8, 4.44]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",ZZZ00,전산업,7.17,5.63,5.59,,9.1,,
005490,POSCO홀딩스,KOSPI,26149703910000,19.72,86797826500.0,3.06,1.26,2.15,0.41,7,2026-08-14,"[4.58, 2.99, 2.64, 3.06]","[1.83, 0.92, 0.48, 1.26]","[3.09, 1.54, 0.81, 2.15]","[0.66, 0.33, 0.39, 0.41]","[21.44, 21.2, 47.92, 18.93]","[2021, 2022, 2023, 2024, 2025]","[76332345050013, 84750203702240, 77127197108585, 72688143160111, 69094886192787]","[9238089232877, 4850053015766, 3531422506439, 2173573272904, 1827063210829]","[9416072781873, 4014366223055, 2635154036110, 1251203784149, 1106849891898]","[12.34, 4.74, 3.42, 1.72, 1.6]","[6259365289022, 6186764805543, 6167694886590, 6663654759669, 4571910292218]","[-5583507767466, -4219870542320, -7388223725769, -4486783115945, -6687278144996]","[-768666229433, 1319408406109, -178592822691, -2301732886911, 2402847679184]","[675857521556, 1966894263223, -1220528839179, 2176871643724, -2115367852778]","[66.9, 68.92, 69.19, 68.27, 68.64]","[148.96, 138.76, 148.15, 131.2, 129.08]","[21.3, 8.65, 3.4, 2.11, 1.68]","[10970.25, 11269.83, 11509.22, 11464.95, 11372.77]","[32.08, 11.03, -8.99, -5.76, -4.94]","[8.4, 8.55, 7.42, 6.66, 6.28]","[5.31, 5.02, 4.83, 4.81, 4.6]",C241,C241 1차 철강,7.14,5.54,1.91,9.7,34.89,1.35,5.0
298040,효성중공업,KOSPI,25782375220000,44.07,124684369150.0,13.99,5.88,18.43,9.45,6,2026-08-13,"[6.0, 7.41, 12.52, 13.99]","[2.77, 3.58, 6.96, 5.88]","[10.78, 10.84, 20.2, 18.43]","[1.23, 1.78, 6.67, 9.45]","[11.44, 16.44, 33.03, 51.27]","[2021, 2022, 2023, 2024, 2025]","[3094698644786, 3510143917637, 4300571503251, 4894979612220, 5968511616609]","[120066031213, 143248629974, 257836947601, 362479487133, 746968417289]","[94357230108, 59841661132, 169663763086, 223634941671, 625790494869]","[3.05, 1.7, 3.95, 4.57, 10.48]","[110584865944, -67110735046, 454662926622, 412091967128, 493009624019]","[-89878018338, -117688013923, -51720705642, -214607937295, -212807854290]","[7107229274, 317676991870, -338331573562, -228347056597, -312651670741]","[20706847606, -184798748969, 402942220980, 197484029833, 280201769729]","[287.86, 325.44, 288.94, 202.53, 190.31]","[59.07, 63.59, 57.82, 69.55, 69.09]","[0.0, 0.0, 0.0, 0.0, 0.0]","[2011.19, 2096.81, 2325.55, 2706.37, 3728.06]","[3.71, 13.42, 22.52, 13.82, 21.93]","[5.18, 4.7, 5.13, 4.87, 4.62]","[7.35, 5.9, 5.41, 5.09, 4.36]",C281,"C281 전동기, 발전기 및 전기변환 · 공급 · 제어 장치",5.01,6.83,25.99,10.6,60.89,0.9,5.0
267260,HD현대일렉트릭,KOSPI,25629512985000,30.12,101207109350.0,25.67,15.48,37.65,11.35,7,2026-08-14,"[11.66, 20.14, 24.4, 25.67]","[8.92, 13.13, 15.34, 15.48]","[24.55, 33.06, 36.0, 37.65]","[2.8, 9.13, 13.72, 11.35]","[11.42, 27.63, 38.12, 30.14]","[2021, 2022, 2023, 2024, 2025]","[1805991746883, 2104499487335, 2702799337370, 3322349007529, 4079497658529]","[9736360055, 133040987326, 315218290721, 668970713547, 995313437790]","[-40421488446, 163915271479, 310516406757, 650071931824, 956385429643]","[-2.24, 7.79, 11.49, 19.57, 23.44]","[109777416049, -124138810949, -22438778035, 1033722426199, 959572657325]","[-42393183060, -57612911584, -93295676645, -143186078555, -225911470009]","[-240871862276, -1941663458, 118221370012, -517933765660, -349596873601]","[67384232989, -181751722533, -115734454680, 890536347644, 733661187316]","[242.76, 192.96, 175.31, 151.77, 134.63]","[83.13, 65.23, 75.01, 84.07, 84.74]","[0.42, 6.19, 8.53, 25.58, 76.33]","[500.29, 318.33, 443.01, 675.62, 957.09]","[-0.3, 16.53, 28.43, 22.92, 22.79]","[4.29, 4.37, 4.63, 4.45, 5.08]","[4.39, 3.59, 2.83, 2.36, 2.29]",C281,"C281 전동기, 발전기 및 전기변환 · 공급 · 제어 장치",5.01,6.83,65.99,26.0,37.24,2.4,5.0
316140,우리금융지주,KOSPI,25419136216500,7.98,60018681622.5,0.0,0.52,8.07,0.62,5,2026-08-14,[0],"[0.53, 0.6, 0.54, 0.52]","[7.87, 8.84, 8.53, 8.07]","[0.29, 0.32, 0.54, 0.62]","[3.65, 3.57, 6.39, 7.7]","[2022, 2023, 2024, 2025]","[0, 0, 0, 0]","[4430524000000, 3499029000000, 4255190000000, 3674808000000]","[4485374000000, 3517453000000, 4222847000000, 4090166000000]","[0.0, 0.0, 0.0, 0.0]","[0, 0, -6129300000000, 13642391000000]","[0, 0, -34299000000, -9880603000000]","[0, 0, 1245341000000, 7685336000000]","[0, 0, -6163599000000, 3761788000000]","[1419.17, 1391.14, 1364.69, 1488.67]","[0.0, 0.0, 0.0, 0.0]","[0.74, 0.29, 0.32, 0.3]","[671.17, 681.68, 733.29, 781.65]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",ZZZ00,전산업,7.17,5.63,114.31,,18.69,,
010130,고려아연,KOSPI,25381530304000,25.0,45954487950.0,9.52,4.33,8.48,2.19,6,2026-08-14,"[6.8, 6.0, 7.43, 9.52]","[3.73, 2.09, 3.81, 4.33]","[4.68, 4.11, 7.0, 8.48]","[1.11, 2.84, 2.5, 2.19]","[23.71, 68.92, 35.66, 25.8]","[2021, 2022, 2023, 2024, 2025]","[9976776443636, 11219358600107, 9704521343024, 12052918410249, 16587850779912]","[1096146343693, 919171130822, 659935424598, 723472208523, 1231926775791]","[1139080147683, 697456628778, 610276679620, 430685669409, 1028968983669]","[11.42, 6.22, 6.29, 3.57, 6.2]","[606883888565, 784694563029, 820863992249, 515812554313, -628210721953]","[-577707783864, -1796800016754, -622467461266, -1354989154218, -441055707126]","[1661830293, 1296334398755, -315597494696, 1098139610352, 3674661296201]","[29176104701, -1012105453725, 198396530983, -839176599905, -1069266429079]","[28.83, 31.65, 25.66, 97.18, 83.75]","[157.01, 139.95, 154.19, 59.48, 95.45]","[236.14, 28.87, 12.7, 9.1, 5.65]","[8029.37, 0.0, 0.0, 0.0, 0.0]","[31.59, 12.45, -13.5, 24.2, 37.63]","[18.85, 17.71, 15.41, 16.18, 16.34]","[3.38, 3.51, 3.2, 3.4, 2.96]",C242,C242 1차 비철금속,10.46,5.49,11.54,66.59,126.79,0.17,5.0
042660,한화오션,KOSPI,25125898308000,12.11,79663821515.0,11.43,10.3,27.55,3.34,7,2026-08-12,"[0.0, 2.21, 9.13, 11.43]","[1.15, 2.96, 6.19, 10.3]","[3.71, 10.86, 20.18, 27.55]","[1.78, 2.35, 5.64, 3.34]","[48.06, 21.67, 27.94, 12.11]","[2021, 2022, 2023, 2024, 2025]","[4486585681366, 4860150249534, 7408312265643, 10776004933627, 12783512278323]","[-1754651375507, 0, 0, 237876379317, 1167590137928]","[-1727458944257, -1794326432034, -116279180980, 181035065677, 842369571738]","[-38.5, -36.92, -1.57, 1.68, 6.59]","[485786909235, -1065432625974, -1939155311922, -2904574465563, 1314671582302]","[101326455387, 87974126542, 196706349442, -1110137903663, -1448872246924]","[-157013308157, -129780483157, 2885192767313, 2803001077610, 329817838159]","[587113364622, -977458499432, -1742448962480, -4014712369226, -134200664622]","[379.04, 1542.43, 223.38, 266.9, 226.17]","[71.57, 52.66, 84.82, 81.83, 80.73]","[28.01, 0.0, 0.0, 1.51, 6.83]","[-184.92, 1.87, 178.31, 23.1, 112.8]","[-36.18, 8.33, 52.43, 45.46, 18.63]","[8.79, 12.96, 20.1, 17.56, 13.75]","[5.74, 3.72, 2.87, 3.56, 3.76]",C311,C311 선박 및 보트 건조업,3.85,8.84,21.99,65.24,98.04,,5.0
009540,HD한국조선해양,KOSPI,23319741722000,6.76,61170726625.0,15.53,9.86,24.34,1.23,8,2026-08-14,"[1.33, 5.62, 13.04, 15.53]","[0.45, 3.96, 7.41, 9.86]","[1.17, 10.28, 17.32, 24.34]","[0.69, 1.14, 1.7, 1.23]","[59.04, 11.09, 9.84, 5.06]","[2021, 2022, 2023, 2024, 2025]","[15493381773000, 17302020185000, 21296205574000, 25538577356000, 29933215227000]","[-1384815777000, -355560593000, 282260719000, 1434090492000, 3904489578000]","[-1632184275000, -431095252000, -8045684000, 1822663072000, 3566306564000]","[-10.53, -2.49, -0.04, 7.14, 11.91]","[835843497000, 462245767000, 2081590925000, 4288660178000, 4422050644000]","[181471920000, -1339470657000, -1266889555000, -1232801406000, -3603840324000]","[-189007857000, -977270382000, -485208777000, -2358968041000, -792276007000]","[1017315417000, -877224890000, 814701370000, 3055858772000, 818210320000]","[119.86, 142.72, 160.65, 159.39, 133.86]","[115.25, 90.28, 89.89, 94.17, 103.24]","[-8.33, -2.77, 1.59, 9.46, 48.99]","[4766.69, 4738.49, 4757.22, 4997.28, 5562.65]","[3.96, 11.67, 23.09, 19.92, 17.21]","[14.67, 16.52, 17.13, 16.47, 17.34]","[11.41, 9.01, 9.62, 10.83, 9.85]",ZZZ00,전산업,7.17,5.63,49.71,20.17,72.51,,
138040,메리츠금융지주,KOSPI,21721676035400,9.73,31696583585.0,0.0,1.66,19.26,1.7,5,2026-08-14,"[5.01, 0]","[2.08, 2.02, 1.73, 1.66]","[21.05, 21.35, 20.87, 19.26]","[0.98, 1.59, 1.68, 1.7]","[4.65, 7.46, 8.05, 8.82]","[2022, 2023, 2024, 2025]","[67218346531822, 58558358469900, 0, 0]","[2893193351932, 2933502360678, 3188889251285, 2872733957980]","[2913775440513, 2843924378852, 3141145333026, 3161551397668]","[4.33, 4.86, 0.0, 0.0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[941.65, 912.52, 957.44, 1102.87]","[0.0, 0.0, 0.0, 0.0]","[2.94, 1.58, -1.61, -1.41]","[5801.99, 6840.34, 7883.31, 8278.73]","[0.0, -12.88, -100.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",ZZZ00,전산업,7.17,5.63,17.55,,1.88,,
196170,알테오젠,KOSDAQ,20792057200500,109.18,204837098275.0,47.16,19.62,26.53,37.99,6,2026-08-14,"[-10.09, 24.7, 49.52, 47.16]","[-1.4, 14.84, 20.78, 19.62]","[-2.42, 22.14, 31.95, 26.53]","[35.71, 60.52, 53.01, 37.99]","[273.32, 165.95, 143.22]","[2021, 2022, 2023, 2024, 2025]","[41123115244, 28806344498, 96522928887, 102854620800, 215858918957]","[-12795830212, -29373680278, -9736838487, 25403990856, 106900077097]","[-8298171558, -9969855067, -3564374999, 36611944516, 162736332654]","[-20.18, -34.61, -3.69, 35.6, 75.39]","[-9419517066, -17874625308, -7765575368, 53044297258, 124127150186]","[-125960791851, 50213127538, -9343034472, -107771450399, -231120222423]","[107003154810, 2918943647, 1736653090, 43258945323, 155645065971]","[-135380308917, 32338502230, -17108609840, -54727153141, -106993072237]","[94.39, 68.86, 73.23, 49.22, 53.76]","[171.4, 152.18, 142.42, 163.2, 197.87]","[-484.77, -287.17, -36.54, 207.36, 755.99]","[526.36, 458.74, 444.99, 288.35, 816.88]","[-3.07, -29.95, 235.08, 6.56, 109.87]","[9.21, 3.84, 7.57, 5.57, 8.66]","[43.69, 18.51, 49.43, 38.3, 13.42]",M,"M 전문, 과학 및 기술 서비스업",6.65,14.66,23.33,269.55,-8118.07,,
042700,한미반도체,KOSPI,20349154700000,91.63,114978241620.0,42.49,25.19,29.73,27.25,4,2026-08-14,"[21.74, 45.69, 43.59, 42.49]","[36.91, 21.47, 26.31, 25.19]","[46.72, 28.22, 31.0, 29.73]","[10.28, 14.54, 17.59, 27.25]","[22.01, 51.52, 56.74, 91.65]","[2021, 2022, 2023, 2024, 2025]","[373169401913, 327592058714, 159008528366, 558917191547, 576684619527]","[122419465500, 111859422080, 34571410992, 255391604854, 251390142142]","[136251557490, 127844021017, 345279561787, 198374398621, 278383068707]","[36.51, 39.03, 217.15, 35.49, 48.27]","[52279090690, 109501808221, 44990807438, 141363819580, 228626759780]","[-64957521614, -18079678286, 84636164574, 9424530414, 18323837100]","[-19856287040, -50841790287, -43622103656, -231725385169, -77238574571]","[-12678430924, 91422129935, 129626972012, 150788349994, 246950596880]","[23.78, 16.75, 26.57, 31.43, 17.82]","[203.19, 295.18, 213.27, 158.95, 285.46]","[4467.04, 1012.44, 563.16, 2549.03, 626.75]","[2622.89, 2958.28, 4628.91, 5240.72, 5352.99]","[44.98, -12.21, -51.46, 251.5, 3.18]","[4.03, 3.47, 2.63, 27.5, 0.0]","[2.88, 1.72, 0.91, 1.96, 1.61]",C292,C292 특수 목적용 기계,4.79,5.0,26.97,39.5,51.02,4.3,5.0
015760,한국전력,KOSPI,20061377406250,2.56,60446569095.0,12.83,3.02,15.29,0.39,5,2026-08-14,"[-5.15, 8.96, 13.85, 12.83]","[0.0, 1.47, 3.4, 3.02]","[0.0, 8.76, 17.57, 15.29]","[0.33, 0.31, 0.61, 0.39]","[3.55, 3.5, 2.53]","[2021, 2022, 2023, 2024, 2025]","[60574819000000, 71257863000000, 88219461000000, 93398896000000, 97429346000000]","[-5860143000000, -32655153000000, -4541648000000, 8364710000000, 13490557000000]","[-7085214000000, -33843619000000, -7553977000000, 5256529000000, 11586930000000]","[-11.7, -47.49, -8.56, 5.63, 11.89]","[4473186000000, -23477500000000, 1522162000000, 15876116000000, 20880154000000]","[-12354328000000, -14953753000000, -13073757000000, -14093107000000, -18445453000000]","[8435077000000, 38997899000000, 12661882000000, -3849301000000, -2634601000000]","[-7881142000000, -38431253000000, -11551595000000, 1783009000000, 2434701000000]","[223.23, 459.06, 543.28, 496.69, 416.85]","[45.51, 44.52, 33.73, 30.46, 30.64]","[-3.04, -12.97, -1.07, 1.78, 3.07]","[1435.93, 693.97, 535.3, 653.37, 914.21]","[3.42, 17.64, 23.8, 5.87, 4.32]","[7.55, 7.67, 7.86, 7.72, 7.85]","[8.86, 11.51, 9.54, 8.79, 8.1]",D351,D351 전기업,9.03,16.5,19.17,-0.14,-47.16,,
017670,SK텔레콤,KOSPI,19631810844200,26.26,146034089420.0,7.45,2.2,4.6,1.27,8,2026-08-13,"[9.96, 10.16, 6.28, 7.45]","[0.0, 4.55, 1.25, 2.2]","[0.0, 11.73, 2.9, 4.6]","[0.88, 1.0, 0.89, 1.27]","[8.55, 30.64, 27.55]","[2021, 2022, 2023, 2024, 2025]","[16748585000000, 17304973000000, 17608511000000, 17940609000000, 17099213000000]","[1387162000000, 1612070000000, 1753204000000, 1823409000000, 1073215000000]","[1718191000000, 1236152000000, 1488179000000, 1761765000000, 722261000000]","[10.26, 7.14, 8.45, 9.82, 4.22]","[5031279000000, 5159317000000, 4947205000000, 5087285000000, 3923847000000]","[-3486189000000, -2807795000000, -3352905000000, -2711827000000, -1737109000000]","[-2053611000000, -1349882000000, -2020990000000, -1809853000000, -2711763000000]","[1545090000000, 2351522000000, 1594300000000, 2375458000000, 2186738000000]","[150.6, 157.57, 146.31, 158.0, 132.4]","[88.33, 87.65, 91.59, 78.78, 100.46]","[4.52, 6.21, 5.13, 5.12, 2.89]","[73581.94, 73668.42, 74771.2, 75348.86, 75224.7]","[4.11, 3.32, 1.75, 1.89, -4.69]","[8.17, 8.91, 8.92, 9.04, 8.75]","[0.0, 0.0, 0.0, 0.0, 0.0]",J61,J61 우편 및 통신업,8.15,74.71,4.07,0.47,67.34,,
011200,HMM,KOSPI,19619349776000,13.98,33738213530.0,10.73,3.85,4.99,0.68,4,2026-08-13,"[6.96, 30.02, 13.42, 10.73]","[3.77, 11.17, 5.6, 3.85]","[4.52, 13.58, 7.07, 4.99]","[0.86, 0.6, 0.73, 0.68]","[19.07, 4.4, 10.29, 13.69]","[2021, 2022, 2023, 2024, 2025]","[13794148000000, 18582770000000, 8400969000000, 11700224000000, 10891443000000]","[7377522000000, 9949357000000, 584770000000, 3512847000000, 1461202000000]","[5327233000000, 10215426000000, 1054261000000, 3896566000000, 2000727000000]","[38.62, 54.97, 12.55, 33.3, 18.37]","[7505033000000, 11082071000000, 1979706000000, 4874617000000, 3305131000000]","[-6314410000000, -4851596000000, -1487088000000, -6232183000000, 1070549000000]","[-718212000000, -3330661000000, -2237979000000, -539123000000, -4033134000000]","[1190623000000, 6230475000000, 492618000000, -1357566000000, 4375680000000]","[72.58, 25.43, 19.93, 21.51, 26.31]","[337.23, 680.14, 640.43, 746.44, 566.72]","[229.57, 33.2, 4.71, 33.19, 7.47]","[31.92, 434.68, 316.06, 320.41, 259.11]","[115.09, 34.71, -54.79, 39.27, -6.91]","[9.83, 12.38, 8.56, 9.35, 7.69]","[29.65, 28.1, 21.6, 20.25, 22.9]",H50,H50 수상 운송업,10.64,27.21,4.09,29.71,51.87,,
000150,두산,KOSPI,18153289035000,64.64,70423548000.0,6.45,1.77,4.62,1.31,8,2026-08-14,"[7.51, 5.54, 5.37, 6.45]","[0.96, 1.0, 0.76, 1.77]","[2.43, 2.54, 2.04, 4.62]","[0.14, 0.35, 1.03, 1.31]","[5.59, 13.66, 50.69, 28.27]","[2021, 2022, 2023, 2024, 2025]","[13204153075980, 16995760103010, 19130129881903, 18132874000000, 19784138000000]","[945931226947, 1126028726422, 1436262204451, 1003759000000, 1062715000000]","[610361584097, -285903924711, 450973828996, 592954000000, 490166000000]","[4.62, -1.68, 2.36, 3.27, 2.48]","[743214641209, 533183466969, 1908708279056, 307830000000, 981908000000]","[-315051174019, -290918697655, -1106303054421, -994760000000, -430442000000]","[-1035752379256, -482036881086, 636264936670, 573859000000, 700030000000]","[428163467190, 242264769314, 802405224635, -686930000000, 551466000000]","[206.1, 155.54, 152.41, 153.53, 169.14]","[65.53, 71.42, 74.48, 79.61, 81.3]","[2.03, 3.02, 2.94, 1.87, 1.99]","[2186.5, 1837.84, 1688.34, 1492.48, 1496.55]","[15.54, 28.72, 12.56, -5.21, 9.11]","[7.64, 10.98, 10.74, 10.72, 9.9]","[4.93, 5.92, 5.59, 5.0, 5.33]",C262,"C261,2 반도체 및 전자부품",6.7,8.89,5.05,4.78,37.62,2.62,10.0
033780,KT&G,KOSPI,18104543526400,14.06,46428526900.0,21.41,9.59,14.82,1.86,6,2026-08-14,"[19.91, 20.12, 20.42, 21.41]","[7.22, 8.37, 7.77, 9.59]","[9.92, 12.45, 11.81, 14.82]","[0.97, 1.19, 1.58, 1.86]","[9.78, 9.54, 13.38, 12.56]","[2021, 2022, 2023, 2024, 2025]","[5228351596536, 5851406000000, 5862608000000, 5908792000000, 6579707000000]","[1338383479632, 1267650000000, 1167336000000, 1188814000000, 1343666000000]","[1439553489358, 1429519000000, 1248382000000, 1565825000000, 1455291000000]","[27.53, 24.43, 21.29, 26.5, 22.12]","[1419821288927, 887887000000, 1265993000000, 822275000000, 582875000000]","[-797609538428, 547544000000, -848296000000, -529726000000, 101054000000]","[-947573961892, -931786000000, -775827000000, -293438000000, -947893000000]","[622211750499, 1435431000000, 417697000000, 292549000000, 683929000000]","[26.37, 31.45, 37.41, 48.8, 51.98]","[188.01, 155.65, 136.75, 129.66, 115.59]","[417.65, 124.22, 45.95, 27.41, 18.37]","[215.74, 235.82, 177.21, 168.02, 180.47]","[3.42, 11.92, 0.19, 0.79, 11.35]","[4.69, 4.61, 3.86, 3.85, 4.05]","[0.96, 1.17, 1.14, 1.03, 1.08]",C,C 제조업,6.69,7.79,11.92,9.93,18.45,1.7,5.0
018260,삼성에스디에스,KOSPI,18029027400000,27.78,58750765950.0,5.49,4.39,6.25,1.69,5,2026-08-14,"[6.09, 6.59, 6.87, 5.49]","[5.69, 5.96, 5.82, 4.39]","[7.81, 8.13, 7.63, 6.25]","[1.47, 1.02, 1.29, 1.69]","[18.76, 12.53, 16.96, 27.12]","[2021, 2022, 2023, 2024, 2025]","[13630002438924, 17234749537662, 13276844204872, 13828232033800, 13929868497711]","[808097771607, 916074023314, 808230946594, 911096907001, 957102744609]","[857541761347, 1132080207483, 985508371366, 1102762093370, 1075790026127]","[6.29, 6.57, 7.42, 7.97, 7.72]","[980238874630, 1289793206812, 1460826705639, 1238044504932, 1203327812666]","[-826635058125, -645431185172, -622134371779, -1068791775370, -824218471213]","[-323397914634, -355496158276, -462637398283, -423376343384, -508992625361]","[153603816505, 644362021640, 838692333860, 169252729562, 379109341453]","[41.29, 41.17, 37.27, 36.4, 31.09]","[317.75, 319.45, 340.19, 360.05, 402.7]","[45.79, 31.8, 21.15, 19.49, 19.18]","[19086.39, 0.0, 0.0, 0.0, 0.0]","[23.71, 26.45, -22.96, 4.15, 0.73]","[7.97, 9.65, 8.47, 8.64, 7.94]","[341.1, 359.95, 356.36, 555.84, 687.66]",J62,"J62 컴퓨터 프로그래밍, 시스템 통합 및 관리업",5.19,49.01,6.07,5.86,0.71,1.62,10.0
006800,미래에셋증권,KOSPI,17919694683000,10.35,47829736840.0,9.56,1.96,23.54,1.1,4,2026-08-14,"[2.56, 5.34, 6.54, 9.56]","[0.26, 0.67, 1.05, 1.96]","[3.01, 7.55, 11.74, 23.54]","[0.37, 0.35, 0.94, 1.1]","[12.21, 4.69, 7.98, 4.68]","[2022, 2023, 2024, 2025]","[19161174666050, 20359463366897, 22242327000000, 29283028000000]","[835559587337, 521036811624, 1188076000000, 1915104000000]","[849244642186, 379041851216, 1224458000000, 2079352000000]","[4.43, 1.86, 5.51, 7.1]","[2595094806460, -4077641709374, -10250279000000, -6860961000000]","[-3424161581748, 352432771880, -1369709000000, 5786714000000]","[-295453043881, 2604556201064, 11659806000000, 862114000000]","[-829066775288, -3725208937494, -11619988000000, -1074247000000]","[863.59, 1040.48, 1018.56, 1015.01]","[0.0, 0.0, 0.0, 0.0]","[0.5, 0.13, 0.22, 0.34]","[168.46, 170.12, 185.97, 216.38]","[0.0, 6.25, 9.25, 31.65]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",ZZZ00,전산업,7.17,5.63,27.51,181.11,397.53,,
003550,LG,KOSPI,17916252474000,24.62,35099081945.0,0.0,2.95,3.24,0.55,6,2026-08-14,[0],"[4.67, 2.5, 2.94, 2.95]","[5.23, 2.81, 3.3, 3.24]","[0.48, 0.39, 0.4, 0.55]","[9.18, 13.77, 12.2, 16.9]","[2021, 2022, 2023, 2024, 2025]","[0, 0, 0, 0, 0]","[2460104000000, 1941380000000, 1589013000000, 966842000000, 912174000000]","[2390985000000, 2045618000000, 1618368000000, 1007098000000, 1334876000000]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1019525000000, 641024000000, 882694000000, 1361451000000, 1015114000000]","[-271997000000, -175064000000, -179302000000, -66214000000, -543191000000]","[-1008364000000, -653033000000, -976051000000, -706231000000, -342451000000]","[747528000000, 465960000000, 703392000000, 1295237000000, 471923000000]","[17.0, 12.96, 11.98, 12.46, 12.03]","[194.87, 199.07, 264.79, 223.33, 240.91]","[0.0, 0.0, 0.0, 0.0, 0.0]","[2727.09, 2942.6, 3027.5, 3030.53, 3061.61]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[84.96, 86.49, 84.73, 95.03, 101.37]",ZZZ00,전산업,7.17,5.63,2.21,,92.49,,
